CODE_IRIS;INSEE_COM;NOM_COM;IRIS;NOM_IRIS;TYP_IRIS;DEC_MED19;P18_POP
596500401;59650;Wattrelos;0401;Beck Sartel;H;18020;2933,754131
596500402;59650;Wattrelos;0402;Centre;H;17950;3148,252772
596500403;59650;Wattrelos;0403;Broche de Fer-Saint-Liévin-Bas Chemin;H;20620;2334,440694
596500501;59650;Wattrelos;0501;Plouys;H;17560;850,1469798
596500601;59650;Wattrelos;0601;Baillerie;H;23060;1755,340213
596500602;59650;Wattrelos;0602;Houzarde;H;18940;1744,68424
596500603;59650;Wattrelos;0603;Beaulieu 1;H;16470;1531,244077
596500604;59650;Wattrelos;0604;Beaulieu 2;H;16690;1474,351577
596500605;59650;Wattrelos;0605;Beaulieu 3;H;11650;2260,713092
596530101;59653;Wavrin;0101;Nord-Ouest;H;22700;2806,83674
596530102;59653;Wavrin;0102;Centre;H;22700;2546,429082
596530103;59653;Wavrin;0103;Est;H;22700;2369,734178
596560000;59656;Wervicq-Sud;0000;Wervicq-Sud;Z;22480;5384
596580000;59658;Wicres;0000;Wicres;Z;26680;522
596600000;59660;Willems;0000;Willems;Z;24660;2999
596700000;59670;Don;0000;Don;Z;23490;1312
